lon;lat
-4.149327;40.494073
-4.104528;40.494073
-4.059726;40.494073
-4.014922;40.494073
-5.000000;40.538989
-4.955254;40.538989
-4.910504;40.538989
-4.865752;40.538989
-4.820996;40.538989
-4.776238;40.538989
-4.731477;40.538989
-4.686713;40.538989
-4.641946;40.538989
-4.597176;40.538989
-4.552403;40.538989
-4.507628;40.538989
-4.462850;40.538989
-4.418069;40.538989
-4.373285;40.538989
-4.328499;40.538989
-4.283710;40.538989
-4.238918;40.538989
-4.194124;40.538989
-4.149327;40.538989
-4.104528;40.538989
-4.059726;40.538989
-4.014922;40.538989
-5.000000;40.583905
-4.955254;40.583905
-4.910504;40.583905
-4.865752;40.583905
-4.820996;40.583905
-4.776238;40.583905
-4.731477;40.583905
-4.686713;40.583905
-4.641946;40.583905
-4.597176;40.583905
-4.552403;40.583905
-4.507628;40.583905
-4.462850;40.583905
-4.418069;40.583905
-4.373285;40.583905
-4.328499;40.583905
-4.283710;40.583905
-4.238918;40.583905
-4.194124;40.583905
-4.149327;40.583905
-4.104528;40.583905
-4.059726;40.583905
-4.014922;40.583905
-5.000000;40.628821
-4.955254;40.628821
-4.910504;40.628821
-4.865752;40.628821
-4.820996;40.628821
-4.776238;40.628821
-4.731477;40.628821
-4.686713;40.628821
-4.641946;40.628821
-4.597176;40.628821
-4.552403;40.628821
-4.507628;40.628821
-4.462850;40.628821
-4.418069;40.628821
-4.373285;40.628821
-4.328499;40.628821
-4.283710;40.628821
-4.238918;40.628821
-4.194124;40.628821
-4.149327;40.628821
-4.104528;40.628821
-4.059726;40.628821
-4.014922;40.628821
-5.000000;40.673736
-4.955254;40.673736
-4.910504;40.673736
-4.865752;40.673736
-4.820996;40.673736
-4.776238;40.673736
-4.731477;40.673736
-4.686713;40.673736
-4.641946;40.673736
-4.597176;40.673736
-4.552403;40.673736
-4.507628;40.673736
-4.462850;40.673736
-4.418069;40.673736
-4.373285;40.673736
-4.328499;40.673736
-4.283710;40.673736
-4.238918;40.673736
-4.194124;40.673736
-4.149327;40.673736
-4.104528;40.673736
-4.059726;40.673736
-4.014922;40.673736
-5.000000;40.718652
-4.955254;40.718652
-4.910504;40.718652
-4.865752;40.718652
-4.820996;40.718652
-4.776238;40.718652
-4.731477;40.718652
-4.686713;40.718652
-4.641946;40.718652
-4.597176;40.718652
-4.552403;40.718652
-4.507628;40.718652
-4.462850;40.718652
-4.418069;40.718652
-4.373285;40.718652
-4.328499;40.718652
-4.283710;40.718652
-4.238918;40.718652
-4.194124;40.718652
-4.149327;40.718652
-4.104528;40.718652
-4.059726;40.718652
-4.014922;40.718652
-5.000000;40.763568
-4.955254;40.763568
-4.910504;40.763568
-4.865752;40.763568
-4.820996;40.763568
-4.776238;40.763568
-4.731477;40.763568
-4.686713;40.763568
-4.641946;40.763568
-4.597176;40.763568
-4.552403;40.763568
-4.507628;40.763568
-4.462850;40.763568
-4.418069;40.763568
-4.373285;40.763568
-4.328499;40.763568
-4.283710;40.763568
-4.238918;40.763568
-4.194124;40.763568
-4.149327;40.763568
-4.104528;40.763568
-4.059726;40.763568
-4.014922;40.763568
-5.000000;40.808484
-4.955254;40.808484
-4.910504;40.808484
-4.865752;40.808484
-4.820996;40.808484
-4.776238;40.808484
-4.731477;40.808484
-4.686713;40.808484
-4.641946;40.808484
-4.597176;40.808484
-4.552403;40.808484
-4.507628;40.808484
-4.462850;40.808484
-4.418069;40.808484
-4.373285;40.808484
-4.328499;40.808484
-4.283710;40.808484
-4.238918;40.808484
-4.194124;40.808484
-4.149327;40.808484
-4.104528;40.808484
-4.059726;40.808484
-4.014922;40.808484
-5.000000;40.853400
-4.955254;40.853400
-4.910504;40.853400
-4.865752;40.853400
-4.820996;40.853400
-4.776238;40.853400
-4.731477;40.853400
-4.686713;40.853400
-4.641946;40.853400
-4.597176;40.853400
-4.552403;40.853400
-4.507628;40.853400
-4.462850;40.853400
-4.418069;40.853400
-4.373285;40.853400
-4.328499;40.853400
-4.283710;40.853400
-4.238918;40.853400
-4.194124;40.853400
-4.149327;40.853400
-4.104528;40.853400
-4.059726;40.853400
-4.014922;40.853400
-5.000000;40.898315
-4.955254;40.898315
-4.910504;40.898315
-4.865752;40.898315
-4.820996;40.898315
-4.776238;40.898315
-4.731477;40.898315
-4.686713;40.898315
-4.641946;40.898315
-4.597176;40.898315
-4.552403;40.898315
-4.507628;40.898315
-4.462850;40.898315
-4.418069;40.898315
-4.373285;40.898315
-4.328499;40.898315
-4.283710;40.898315
-4.238918;40.898315
-4.194124;40.898315
-4.149327;40.898315
-4.104528;40.898315
-4.059726;40.898315
-4.014922;40.898315
-5.000000;40.943231
-4.955254;40.943231
-4.910504;40.943231
-4.865752;40.943231
-4.820996;40.943231
-4.776238;40.943231
-4.731477;40.943231
-4.686713;40.943231
-4.641946;40.943231
-4.597176;40.943231
-4.552403;40.943231
-4.507628;40.943231
-4.462850;40.943231
-4.418069;40.943231
-4.373285;40.943231
-4.328499;40.943231
-4.283710;40.943231
-4.238918;40.943231
-4.194124;40.943231
-4.149327;40.943231
-4.104528;40.943231
-4.059726;40.943231
-4.014922;40.943231
-5.000000;40.988147
-4.955254;40.988147
-4.910504;40.988147
-4.865752;40.988147
-4.820996;40.988147
-4.776238;40.988147
-4.731477;40.988147
-4.686713;40.988147
-4.641946;40.988147
-4.597176;40.988147
-4.552403;40.988147
-4.507628;40.988147
-4.462850;40.988147
-4.418069;40.988147
-4.373285;40.988147
-4.328499;40.988147
-4.283710;40.988147
-4.238918;40.988147
-4.194124;40.988147
-4.149327;40.988147
-4.104528;40.988147
-4.059726;40.988147
-4.014922;40.988147
